,6zsl_A_fpocket,6zsl_B_fpocket,6zsl_A_p2rank,6zsl_B_p2rank,IoU
2610,8,9,13,14,0.00465
3208,10,16,3,2,0.00465
7033,37,5,6,2,0.00465
4195,15,24,3,12,0.00465
2799,8,28,3,3,0.00465
3115,10,7,4,5,0.00465
3116,10,7,5,5,0.00465
5637,24,10,3,12,0.00465
3943,14,10,13,9,0.00465
4138,15,10,3,12,0.00465
6543,29,24,1,14,0.00465
5634,24,10,3,2,0.00465
4135,15,10,3,2,0.00465
2604,8,9,3,12,0.00465
1778,5,19,13,14,0.00465
2796,8,28,1,4,0.00465
20,1,1,12,8,0.00465
7006,37,2,2,1,0.00465
2603,8,9,3,7,0.00465
5667,24,15,3,7,0.00465
4356,16,23,3,3,0.00465
1401,4,17,13,14,0.00465
3239,10,21,3,2,0.00465
5447,23,14,6,7,0.00465
3242,10,21,5,6,0.00465
6009,26,14,1,9,0.00465
5068,21,15,3,2,0.00465
5141,21,26,1,9,0.00465
5060,21,14,1,3,0.00465
2072,6,16,3,2,0.00463
5446,23,14,5,6,0.00463
3968,14,15,1,3,0.00463
17,1,1,7,13,0.00463
2709,8,18,13,14,0.00463
4914,19,23,8,1,0.00463
5448,23,14,13,9,0.00463
4912,19,23,4,1,0.00463
4022,14,24,13,9,0.00463
5695,24,19,1,9,0.00463
5694,24,19,1,4,0.00463
5693,24,19,1,2,0.00463
807,2,37,1,7,0.00463
5742,24,25,3,12,0.00463
4717,18,25,1,3,0.00463
2806,8,29,5,6,0.00463
3075,10,4,13,9,0.00463
2728,8,21,13,14,0.00463
1499,4,33,5,6,0.00463
2896,9,7,3,12,0.00463
2074,6,16,3,7,0.00463
6180,27,6,6,3,0.00463
4708,18,24,1,3,0.00463
4354,16,23,1,4,0.00463
5898,25,26,10,10,0.00463
3936,14,10,1,9,0.00463
2077,6,16,6,7,0.00463
3940,14,10,6,3,0.00463
5960,26,7,3,12,0.00463
6218,27,13,6,13,0.00463
5744,24,25,6,7,0.00463
5356,23,4,1,14,0.00463
5066,21,15,1,2,0.00461
3200,10,15,3,7,0.00461
3183,10,13,8,1,0.00461
5361,23,4,5,5,0.00461
3198,10,15,3,2,0.00461
1437,4,22,3,2,0.00461
3444,11,24,5,6,0.00461
2733,8,22,3,2,0.00461
5651,24,13,5,6,0.00461
2731,8,22,1,4,0.00461
6064,26,24,3,2,0.00461
2810,8,29,12,7,0.00461
3243,10,21,6,3,0.00461
1796,5,22,3,12,0.00461
5752,24,26,3,12,0.00461
2146,6,27,6,3,0.00461
3378,11,8,5,8,0.00461
5840,25,13,6,7,0.00461
4109,15,6,1,3,0.00461
6781,34,5,2,3,0.00461
6785,34,5,4,1,0.00461
3065,10,4,1,9,0.00461
2549,8,6,3,12,0.00461
6333,28,8,1,4,0.00461
3689,13,9,3,12,0.00461
5674,24,16,3,7,0.00461
3701,13,10,9,11,0.00461
2718,8,21,1,2,0.004585
5410,23,9,1,14,0.004585
2354,7,21,3,12,0.004585
4418,17,4,5,6,0.004585
2558,8,6,13,9,0.004585
2724,8,21,6,3,0.004585
4657,18,14,1,3,0.004585
4723,18,26,1,9,0.004585
5497,23,24,13,9,0.004585
4721,18,26,1,2,0.004585
6020,26,15,3,2,0.004585
6334,28,8,1,9,0.004585
5662,24,14,13,9,0.004585
6179,27,6,3,12,0.004585
806,2,37,1,4,0.004585
4724,18,26,3,2,0.004585
3697,13,10,3,12,0.004585
2543,8,6,1,7,0.004585
2747,8,23,5,5,0.004585
7005,37,2,1,7,0.004585
1358,4,10,1,14,0.004585
5631,24,10,1,3,0.004585
2103,6,22,1,3,0.004585
2813,8,29,13,14,0.004585
7030,37,5,2,1,0.004585
6590,30,6,10,10,0.004585
5696,24,19,1,14,0.004585
2550,8,6,6,2,0.004585
3204,10,15,9,11,0.004585
4141,15,10,9,11,0.004585
3207,10,16,1,4,0.004585
4134,15,10,1,3,0.004585
1408,4,18,3,2,0.004566
5669,24,15,6,3,0.004566
5641,24,10,9,11,0.004566
3696,13,10,3,7,0.004566
5640,24,10,6,7,0.004566
3699,13,10,6,3,0.004566
5676,24,16,6,3,0.004566
5443,23,14,1,14,0.004566
3445,11,24,10,10,0.004566
2634,8,11,6,7,0.004566
5720,24,23,13,9,0.004566
5043,21,10,1,4,0.004566
3194,10,14,9,11,0.004566
6651,32,5,7,6,0.004566
1874,5,33,7,6,0.004566
5020,21,7,3,12,0.004566
2607,8,9,9,11,0.004566
6613,31,8,3,12,0.004566
2545,8,6,1,14,0.004566
1880,5,34,3,12,0.004566
6336,28,8,3,3,0.004566
3283,10,24,13,9,0.004566
6747,34,1,12,8,0.004566
6948,35,3,3,3,0.004566
6181,27,6,6,13,0.004566
3305,10,27,3,12,0.004566
803,2,35,3,12,0.004566
4137,15,10,3,7,0.004547
2387,7,26,5,8,0.004547
5050,21,10,13,9,0.004547
2704,8,18,1,14,0.004547
5047,21,10,3,12,0.004547
5045,21,10,3,2,0.004547
5636,24,10,3,7,0.004547
1434,4,22,1,3,0.004547
2744,8,23,1,14,0.004547
7004,37,2,1,4,0.004547
2656,8,13,12,7,0.004547
2707,8,18,6,3,0.004547
5030,21,8,13,14,0.004547
2395,7,27,2,3,0.004547
2730,8,22,1,3,0.004547
2721,8,21,1,14,0.004547
3118,10,7,6,7,0.004547
6746,34,1,7,13,0.004547
2556,8,6,12,7,0.004547
1793,5,22,1,4,0.004547
6434,29,4,1,2,0.004547
6436,29,4,1,14,0.004547
6437,29,4,5,6,0.004547
2070,6,16,1,3,0.004547
1792,5,22,1,2,0.004547
6184,27,7,1,4,0.004547
2104,6,22,1,4,0.004547
5121,21,24,1,3,0.004547
3278,10,24,3,12,0.004547
1680,5,10,1,14,0.004547
3237,10,21,1,4,0.004547
3688,13,9,3,7,0.004547
4355,16,23,3,2,0.004547
2158,6,29,13,9,0.004547
3785,13,24,3,12,0.004547
3193,10,14,6,7,0.004524
2726,8,21,10,10,0.004524
1222,3,34,6,13,0.004524
6018,26,15,1,2,0.004524
2732,8,22,2,1,0.004524
2803,8,29,1,2,0.004524
2719,8,21,1,4,0.004524
5874,25,21,6,3,0.004524
4353,16,23,1,3,0.004524
3690,13,9,6,3,0.004524
2924,9,13,3,12,0.004524
5015,21,6,3,2,0.004524
5044,21,10,1,9,0.004524
3206,10,16,1,3,0.004524
4194,15,24,3,7,0.004524
3238,10,21,1,9,0.004524
4430,17,6,13,9,0.004524
2702,8,18,1,4,0.004524
2085,6,18,1,9,0.004524
6008,26,14,1,3,0.004524
4429,17,6,12,13,0.004524
2086,6,18,3,2,0.004524
2397,7,27,3,12,0.004524
6740,34,1,2,3,0.004524
2071,6,16,1,4,0.004524
4014,14,23,13,9,0.004505
6450,29,6,12,7,0.004505
1399,4,17,5,6,0.004505
5638,24,10,5,6,0.004505
1403,4,18,1,3,0.004505
2028,6,10,3,12,0.004505
6452,29,6,13,9,0.004505
5982,26,10,3,2,0.004505
5192,22,5,7,6,0.004505
5191,22,5,5,6,0.004505
5984,26,10,3,12,0.004505
4027,14,25,6,3,0.004505
1688,5,10,5,5,0.004505
4608,18,4,3,2,0.004505
5653,24,13,6,7,0.004505
3306,10,27,6,3,0.004505
3289,10,25,3,12,0.004505
3236,10,21,1,3,0.004505
2091,6,19,1,14,0.004505
5445,23,14,3,3,0.004505
3784,13,24,3,7,0.004505
5665,24,15,3,2,0.004505
5979,26,10,1,2,0.004505
2809,8,29,7,8,0.004505
3282,10,24,9,11,0.004486
1857,5,28,1,4,0.004486
3386,11,10,5,5,0.004486
2633,8,11,5,8,0.004486
1678,5,10,1,7,0.004486
2805,8,29,1,14,0.004486
1858,5,28,1,9,0.004486
5042,21,10,1,3,0.004486
2083,6,18,1,3,0.004486
2292,7,10,5,5,0.004486
4640,18,8,13,14,0.004486
2291,7,10,4,5,0.004486
5741,24,25,3,7,0.004486
2671,8,14,12,7,0.004486
5403,23,8,5,5,0.004486
5023,21,8,1,4,0.004486
3292,10,25,9,11,0.004486
3661,13,6,12,7,0.004486
4417,17,4,1,14,0.004486
5663,24,15,1,2,0.004486
2147,6,27,6,13,0.004486
798,2,34,6,13,0.004486
1221,3,34,4,1,0.004486
2295,7,10,8,1,0.004486
4121,15,8,3,7,0.004486
2088,6,18,6,3,0.004486
5870,25,21,1,2,0.004486
1772,5,19,3,12,0.004486
5442,23,14,1,9,0.004486
3656,13,6,3,7,0.004486
5022,21,8,1,2,0.004486
5639,24,10,6,3,0.004486
796,2,34,3,12,0.004486
5013,21,6,1,3,0.004486
1218,3,34,2,3,0.004463
3197,10,15,1,3,0.004463
1496,4,29,13,14,0.004463
5430,23,11,6,7,0.004463
1876,5,34,1,3,0.004463
2650,8,13,6,3,0.004463
2648,8,13,3,7,0.004463
1768,5,19,1,9,0.004463
3657,13,6,6,3,0.004463
5048,21,10,5,6,0.004463
5018,21,6,10,10,0.004463
3376,11,8,5,5,0.004463
3071,10,4,5,5,0.004463
351,1,28,3,3,0.004463
11,1,1,5,6,0.004463
5644,24,11,5,6,0.004463
3291,10,25,6,7,0.004463
3072,10,4,5,6,0.004463
2155,6,29,6,13,0.004463
3694,13,10,2,1,0.004463
5025,21,8,1,14,0.004463
3281,10,24,6,7,0.004463
6060,26,23,13,9,0.004463
5444,23,14,3,2,0.004463
797,2,34,4,1,0.004463
5400,23,8,1,14,0.004463
6062,26,24,1,3,0.004444
2655,8,13,9,11,0.004444
4011,14,23,1,14,0.004444
6304,28,1,3,3,0.004444
4119,15,8,1,2,0.004444
2390,7,26,7,13,0.004444
2676,8,15,3,7,0.004444
4212,15,26,3,2,0.004444
2391,7,26,12,8,0.004444
3170,10,11,5,5,0.004444
2677,8,15,3,12,0.004444
2673,8,14,13,9,0.004444
4025,14,25,3,2,0.004444
3787,13,24,6,3,0.004444
4196,15,24,6,3,0.004444
2647,8,13,3,3,0.004444
1878,5,34,3,2,0.004444
1998,6,8,3,12,0.004444
3277,10,24,3,7,0.004444
5390,23,7,1,4,0.004444
5872,25,21,3,2,0.004444
3275,10,24,3,2,0.004444
5140,21,26,1,3,0.004444
6446,29,6,1,2,0.004444
5067,21,15,1,3,0.004444
2084,6,18,1,4,0.004444
2285,7,10,1,2,0.004444
5985,26,10,13,9,0.004444
4603,18,4,1,3,0.004444
1690,5,10,6,2,0.004444
5014,21,6,1,4,0.004444
5495,23,24,1,9,0.004444
2654,8,13,7,8,0.004425
2006,6,8,13,9,0.004425
4190,15,24,1,2,0.004425
1365,4,10,5,6,0.004425
1364,4,10,5,5,0.004425
5391,23,7,3,3,0.004425
354,1,28,13,14,0.004425
3675,13,8,2,1,0.004425
2392,7,26,12,13,0.004425
2286,7,10,1,4,0.004425
4633,18,8,1,4,0.004425
4822,19,8,13,14,0.004425
353,1,28,13,9,0.004425
5453,23,16,3,3,0.004425
5980,26,10,1,3,0.004425
5847,25,14,6,3,0.004425
4287,16,8,3,7,0.004425
2153,6,29,1,2,0.004425
5028,21,8,10,10,0.004425
6447,29,6,1,9,0.004425
3288,10,25,3,7,0.004425
2024,6,10,1,14,0.004425
3192,10,14,6,3,0.004425
2653,8,13,7,6,0.004425
4288,16,8,3,12,0.004425
5132,21,25,1,2,0.004425
5981,26,10,1,9,0.004425
5718,24,23,1,9,0.004425
2817,8,31,10,10,0.004425
2383,7,26,2,1,0.004425
2662,8,14,1,14,0.004406
2666,8,14,6,3,0.004406
5134,21,25,3,2,0.004406
1674,5,9,13,14,0.004406
4806,19,6,12,13,0.004406
4635,18,8,1,14,0.004406
4803,19,6,1,14,0.004406
793,2,34,2,3,0.004406
3279,10,24,5,6,0.004406
4124,15,8,9,11,0.004406
1999,6,8,6,2,0.004406
2029,6,10,6,2,0.004406
1751,5,17,7,6,0.004406
2661,8,14,1,9,0.004406
1994,6,8,1,14,0.004406
5496,23,24,5,6,0.004406
2154,6,29,1,9,0.004406
2624,8,10,6,2,0.004406
5604,24,7,5,6,0.004406
6256,27,24,1,2,0.004406
4210,15,26,1,2,0.004406
5451,23,16,1,4,0.004406
2614,8,10,1,7,0.004406
2816,8,31,3,12,0.004406
1398,4,17,1,14,0.004406
5743,24,25,6,3,0.004406
1992,6,8,1,7,0.004406
3274,10,24,1,9,0.004406
1753,5,17,13,14,0.004406
3286,10,25,3,2,0.004406
1455,4,23,8,1,0.004387
4722,18,26,1,3,0.004387
2674,8,15,1,2,0.004387
3298,10,26,3,12,0.004387
2663,8,14,3,2,0.004387
3110,10,7,1,4,0.004387
5719,24,23,5,6,0.004387
1453,4,23,4,5,0.004387
5440,23,14,1,3,0.004387
2313,7,13,1,2,0.004387
2622,8,10,5,5,0.004387
4284,16,8,1,4,0.004387
1452,4,23,4,1,0.004387
6306,28,1,13,9,0.004387
5494,23,24,1,4,0.004387
4018,14,24,1,9,0.004387
4013,14,23,3,3,0.004387
348,1,28,1,4,0.004387
6591,30,8,10,10,0.004387
5737,24,25,1,2,0.004387
6070,26,25,3,2,0.004387
6307,28,1,13,14,0.004387
4192,15,24,3,2,0.004387
3654,13,6,1,2,0.004387
3280,10,24,6,3,0.004387
2669,8,14,7,8,0.004368
3080,10,5,1,9,0.004368
2294,7,10,6,7,0.004368
5717,24,23,1,4,0.004368
6,1,1,2,1,0.004368
5749,24,26,1,9,0.004368
4638,18,8,6,3,0.004368
3782,13,24,1,2,0.004368
2385,7,26,3,12,0.004368
6068,26,25,1,2,0.004368
4010,14,23,1,9,0.004368
2621,8,10,3,12,0.004368
5747,24,26,1,2,0.004368
2564,8,7,3,12,0.004368
6019,26,15,1,3,0.004368
3195,10,14,13,9,0.004368
3388,11,10,6,7,0.004368
3096,10,5,13,9,0.004368
2616,8,10,1,14,0.004368
5650,24,13,3,12,0.004368
3921,14,8,6,7,0.004368
2717,8,19,13,14,0.004368
2659,8,14,1,3,0.004368
5878,25,24,1,2,0.004368
2631,8,11,5,5,0.004368
2002,6,8,6,13,0.004368
2646,8,13,2,1,0.004368
1226,3,35,3,3,0.004368
4283,16,8,1,3,0.004368
2022,6,10,1,7,0.004368
4820,19,8,12,13,0.00435
4285,16,8,3,2,0.00435
5739,24,25,3,2,0.00435
2005,6,8,12,13,0.00435
3189,10,14,1,9,0.00435
399,1,37,1,4,0.00435
4012,14,23,3,2,0.00435
2562,8,7,2,3,0.00435
6301,28,1,1,4,0.00435
4024,14,25,1,3,0.00435
5845,25,14,3,2,0.00435
403,1,37,6,2,0.00435
2373,7,23,5,5,0.00435
400,1,37,1,7,0.00435
2033,6,10,13,9,0.00435
2680,8,15,9,11,0.00435
5658,24,14,1,9,0.00435
5664,24,15,1,3,0.00435
388,1,34,6,13,0.00435
1106,3,19,13,14,0.00435
387,1,34,3,12,0.00435
4776,19,3,13,14,0.00433
3088,10,5,5,5,0.00433
5750,24,26,3,2,0.00433
349,1,28,1,9,0.00433
1095,3,19,1,9,0.00433
964,3,8,1,7,0.00433
5499,23,26,13,9,0.00433
5880,25,24,3,2,0.00433
3272,10,24,1,3,0.00433
3172,10,11,6,7,0.00433
5357,23,4,3,2,0.00433
2023,6,10,1,9,0.00433
982,3,8,13,14,0.00433
3925,14,8,13,9,0.00433
974,3,8,6,2,0.00433
3375,11,8,2,1,0.00433
5649,24,13,3,7,0.00433
4019,14,24,3,2,0.00433
5835,25,10,9,11,0.00433
1102,3,19,8,1,0.00433
6257,27,24,1,4,0.00433
1765,5,18,13,14,0.00433
5452,23,16,3,2,0.00433
4817,19,8,1,9,0.00431
4819,19,8,3,3,0.00431
5450,23,16,1,3,0.00431
2715,8,19,12,13,0.00431
1590,5,4,13,14,0.00431
3124,10,8,1,7,0.00431
3922,14,8,6,13,0.00431
4765,19,3,1,9,0.00431
3501,12,4,5,6,0.00431
3917,14,8,1,14,0.00431
6645,32,1,12,8,0.00431
2111,6,23,1,14,0.00431
5832,25,10,3,2,0.00431
1449,4,23,1,14,0.00431
6059,26,23,1,9,0.00431
1101,3,19,4,5,0.00431
4017,14,24,1,4,0.00431
3133,10,8,6,2,0.00431
3131,10,8,5,5,0.00431
3079,10,5,1,7,0.00431
4769,19,3,3,12,0.00431
5754,24,27,1,2,0.00431
2567,8,7,5,8,0.00431
1099,3,19,3,12,0.00431
6644,32,1,7,13,0.00431
3299,10,26,13,9,0.00431
2232,7,4,8,1,0.00429
1085,3,18,1,14,0.00429
6302,28,1,1,9,0.00429
1585,5,4,5,5,0.00429
1083,3,18,1,4,0.00429
1671,5,9,6,7,0.00429
2132,6,25,6,7,0.00429
1005,3,10,3,12,0.00429
1454,4,23,5,5,0.00429
1000,3,10,1,14,0.00429
5659,24,14,3,2,0.00429
3916,14,8,1,9,0.00429
3130,10,8,3,12,0.00429
998,3,10,1,7,0.00429
3296,10,26,3,2,0.00429
6995,37,1,1,4,0.00429
3920,14,8,6,3,0.00429
1013,3,10,8,1,0.00429
2128,6,25,3,2,0.00429
7000,37,1,6,2,0.00429
1092,3,18,13,14,0.00429
1010,3,10,6,2,0.00429
2130,6,25,3,7,0.00429
6996,37,1,1,7,0.00429
3137,10,8,13,9,0.00429
2382,7,25,3,12,0.004272
1333,4,7,8,1,0.004272
3918,14,8,3,2,0.004272
2328,7,14,7,13,0.004272
2560,8,7,1,4,0.004272
5657,24,14,1,4,0.004272
4008,14,23,1,3,0.004272
5652,24,13,6,3,0.004272
3285,10,25,1,3,0.004272
6605,31,4,3,3,0.004272
5353,23,4,1,3,0.004272
1007,3,10,4,5,0.004272
6328,28,5,13,14,0.004272
3090,10,5,6,2,0.004272
6323,28,5,1,4,0.004272
2138,6,26,3,2,0.004272
6324,28,5,1,9,0.004272
2229,7,4,4,5,0.004272
2329,7,14,12,8,0.004272
2712,8,19,1,9,0.004272
1194,3,28,1,4,0.004272
1200,3,28,13,14,0.004272
2280,7,8,6,7,0.004272
2115,6,23,13,9,0.004272
2565,8,7,5,5,0.004272
1087,3,18,3,2,0.004272
2135,6,25,12,13,0.004272
2230,7,4,5,5,0.004272
6327,28,5,13,9,0.004272
2714,8,19,3,3,0.004272
3125,10,8,1,9,0.004272
4772,19,3,8,1,0.004257
968,3,8,2,3,0.004257
842,3,2,1,14,0.004257
3385,11,10,2,1,0.004257
2497,8,3,6,2,0.004257
6198,27,8,6,13,0.004257
2486,8,3,1,7,0.004257
1330,4,7,4,5,0.004257
6200,27,8,12,13,0.004257
840,3,2,1,7,0.004257
1331,4,7,5,5,0.004257
3914,14,8,1,3,0.004257
5755,24,27,1,4,0.004257
2505,8,3,13,14,0.004257
1199,3,28,13,9,0.004257
5831,25,10,1,3,0.004257
2325,7,14,3,3,0.004257
2617,8,10,2,1,0.004257
4211,15,26,1,3,0.004257
853,3,2,6,2,0.004257
848,3,2,3,12,0.004257
1353,4,9,13,14,0.004257
1195,3,28,1,9,0.004257
4191,15,24,1,3,0.00424
5971,26,8,5,8,0.00424
2814,8,30,10,10,0.00424
1089,3,18,4,1,0.00424
862,3,2,13,9,0.00424
1104,3,19,12,13,0.00424
2393,7,27,1,4,0.00424
3104,10,6,3,12,0.00424
3105,10,6,6,2,0.00424
1493,4,29,1,14,0.00424
3361,11,6,6,7,0.00424
4800,19,5,13,14,0.00424
4790,19,5,1,9,0.00424
4757,19,2,3,12,0.00424
4016,14,24,1,3,0.00424
5603,24,7,3,12,0.00424
841,3,2,1,9,0.00424
2494,8,3,3,12,0.00424
1494,4,29,5,6,0.00424
1491,4,29,1,2,0.00424
1197,3,28,3,3,0.00424
6199,27,8,9,11,0.00424
979,3,8,12,7,0.00424
3108,10,6,9,11,0.00424
1749,5,17,1,14,0.00424
2136,6,26,1,2,0.00424
1668,5,9,3,7,0.00422
4629,18,6,6,3,0.00422
2276,7,8,3,12,0.00422
391,1,34,12,8,0.00422
5133,21,25,1,3,0.00422
2137,6,26,1,3,0.00422
255,1,18,13,14,0.00422
3169,10,11,2,1,0.00422
3912,14,7,3,3,0.00422
4999,21,4,13,14,0.00422
5844,25,14,1,3,0.00422
4774,19,3,12,13,0.00422
2127,6,25,1,3,0.00422
4773,19,3,8,5,0.00422
6196,27,8,3,12,0.00422
4771,19,3,4,5,0.00422
3095,10,5,9,11,0.00422
6197,27,8,6,3,0.00422
906,3,4,13,14,0.00422
5871,25,21,1,3,0.00422
2380,7,24,5,6,0.00422
3293,10,26,1,2,0.00422
2630,8,11,2,1,0.00422
903,3,4,8,1,0.00422
1582,5,4,3,3,0.00422
3044,10,3,1,7,0.0042
3055,10,3,6,2,0.0042
4579,18,1,6,3,0.0042
3058,10,3,8,1,0.0042
1122,3,22,1,4,0.0042
1090,3,18,6,3,0.0042
5748,24,26,1,3,0.0042
5738,24,25,1,3,0.0042
5178,22,3,8,1,0.0042
5656,24,14,1,3,0.0042
5647,24,13,1,2,0.0042
2792,8,27,6,7,0.0042
4636,18,8,2,1,0.0042
6602,31,2,3,12,0.0042
2042,6,13,3,7,0.0042
2044,6,13,6,7,0.0042
1868,5,29,13,14,0.0042
4581,18,1,13,14,0.0042
390,1,34,7,13,0.0042
900,3,4,4,5,0.0042
2274,7,8,2,3,0.0042
597,2,10,6,2,0.0042
253,1,18,6,3,0.0042
5834,25,10,6,3,0.0042
5816,25,6,6,7,0.0042
3100,10,6,1,7,0.0042
1082,3,18,1,3,0.0042
3052,10,3,4,5,0.004185
1124,3,22,3,2,0.004185
1126,3,22,3,12,0.004185
2271,7,8,1,2,0.004185
2370,7,23,1,2,0.004185
6069,26,25,1,3,0.004185
5176,22,3,4,5,0.004185
2043,6,13,6,3,0.004185
457,2,3,1,7,0.004185
6433,29,3,13,14,0.004185
2045,6,13,6,13,0.004185
470,2,3,6,2,0.004185
972,3,8,5,5,0.004185
5498,23,26,1,9,0.004185
2272,7,8,1,4,0.004185
5879,25,24,1,3,0.004185
459,2,3,1,14,0.004185
844,3,2,2,3,0.004185
681,2,19,3,12,0.004185
1316,4,5,13,14,0.004185
2034,6,11,1,2,0.004185
6426,29,3,1,14,0.004185
1432,4,21,13,14,0.004185
3061,10,3,13,9,0.004185
6424,29,3,1,2,0.004185
3136,10,8,9,11,0.004185
3126,10,8,2,1,0.004185
4626,18,6,1,9,0.004185
4627,18,6,3,2,0.004185
1756,5,18,1,4,0.004185
3045,10,3,1,9,0.004185
1758,5,18,1,14,0.004185
2490,8,3,2,3,0.004185
6311,28,3,1,4,0.004166
6317,28,3,13,14,0.004166
1008,3,10,5,5,0.004166
6128,27,1,3,12,0.004166
6129,27,1,6,3,0.004166
6130,27,1,6,13,0.004166
2502,8,3,12,7,0.004166
1279,4,3,8,1,0.004166
860,3,2,12,7,0.004166
1311,4,5,5,5,0.004166
6430,29,3,12,7,0.004166
1282,4,3,13,14,0.004166
1130,3,22,8,1,0.004166
5815,25,6,6,3,0.004166
4754,19,2,1,14,0.004166
458,2,3,1,9,0.004166
4794,19,5,3,12,0.004166
479,2,3,13,9,0.004166
857,3,2,8,1,0.004166
3034,10,2,6,2,0.004166
4624,18,6,1,3,0.00415
2794,8,27,9,11,0.00415
6312,28,3,1,9,0.00415
3294,10,26,1,3,0.00415
4601,18,3,13,14,0.00415
585,2,10,1,7,0.00415
1759,5,18,2,1,0.00415
1711,5,13,4,5,0.00415
148,1,9,3,7,0.00415
2279,7,8,5,8,0.00415
1128,3,22,4,5,0.00415
2688,8,16,3,12,0.00415
1762,5,18,4,1,0.00415
1276,4,3,4,5,0.00415
2687,8,16,3,7,0.00415
6314,28,3,3,3,0.00415
1866,5,29,6,7,0.00415
5369,23,5,1,14,0.00415
1576,5,4,1,3,0.00415
6316,28,3,13,9,0.00415
2119,6,24,3,2,0.00415
3360,11,6,1,2,0.00415
154,1,9,13,14,0.00415
151,1,9,6,7,0.00415
4595,18,3,1,14,0.00415
3443,11,24,1,2,0.00415
4593,18,3,1,4,0.00415
4597,18,3,3,2,0.00415
5177,22,3,5,6,0.00415
1988,6,7,3,12,0.00415
1791,5,21,13,14,0.00415
3295,10,26,1,9,0.00415
4762,19,2,12,13,0.00415
251,1,18,3,2,0.00413
5957,26,6,3,2,0.00413
1654,5,8,5,5,0.00413
1662,5,8,13,14,0.00413
4625,18,6,1,4,0.00413
247,1,18,1,4,0.00413
1755,5,18,1,3,0.00413
850,3,2,4,5,0.00413
896,3,4,2,3,0.00413
5968,26,8,1,9,0.00413
249,1,18,1,14,0.00413
5813,25,6,3,2,0.00413
4411,17,3,1,14,0.00413
2375,7,23,6,7,0.00413
2371,7,23,1,4,0.00413
1080,3,17,13,14,0.00413
1581,5,4,3,2,0.00413
4415,17,3,13,14,0.00413
1763,5,18,6,3,0.00413
1760,5,18,3,2,0.00413
2777,8,26,5,8,0.00413
2277,7,8,5,5,0.00413
2778,8,26,6,7,0.00413
1076,3,17,1,14,0.00413
5373,23,5,4,5,0.00413
1306,4,5,2,3,0.00413
2795,8,27,12,13,0.004116
2372,7,23,3,3,0.004116
246,1,18,1,3,0.004116
2495,8,3,5,5,0.004116
1213,3,33,5,6,0.004116
5575,24,4,13,14,0.004116
6642,32,1,5,6,0.004116
1129,3,22,5,6,0.004116
213,1,14,12,7,0.004116
2793,8,27,6,13,0.004116
1121,3,22,1,3,0.004116
4572,18,1,1,3,0.004116
2873,9,3,13,14,0.004116
3864,14,2,6,7,0.004116
2871,9,3,3,12,0.004116
2117,6,24,1,3,0.004116
2887,9,5,13,14,0.004116
6440,29,5,1,2,0.004116
6442,29,5,1,14,0.004116
6445,29,5,13,14,0.004116
5374,23,5,5,5,0.004116
678,2,19,1,14,0.004116
461,2,3,2,3,0.004116
4575,18,1,1,14,0.004116
4422,17,5,1,14,0.004116
4577,18,1,3,2,0.004116
4424,17,5,7,6,0.004116
3488,12,1,12,7,0.004116
6161,27,4,2,3,0.004116
4426,17,5,13,14,0.004116
1653,5,8,3,12,0.004116
4573,18,1,1,4,0.004116
704,2,22,3,12,0.004097
3865,14,2,6,13,0.004097
2123,6,24,6,7,0.004097
2121,6,24,3,7,0.004097
1646,5,8,1,7,0.004097
1656,5,8,6,2,0.004097
702,2,22,3,2,0.004097
1272,4,3,2,3,0.004097
1325,4,7,1,4,0.004097
2683,8,16,1,3,0.004097
3499,12,3,12,7,0.004097
4230,16,1,3,7,0.004097
686,2,19,12,13,0.004097
3023,10,2,1,7,0.004097
2224,7,4,1,4,0.004097
474,2,3,8,1,0.004097
1644,5,8,1,3,0.004097
901,3,4,5,5,0.004097
587,2,10,1,14,0.004097
2040,6,13,1,2,0.004097
477,2,3,12,7,0.004097
5955,26,6,1,2,0.004097
207,1,14,6,3,0.004097
1641,5,7,8,1,0.00408
1650,5,8,3,2,0.00408
6443,29,5,6,7,0.00408
2856,9,1,3,12,0.00408
2858,9,1,13,14,0.00408
3849,14,1,6,3,0.00408
1636,5,7,4,5,0.00408
4592,18,3,1,3,0.00408
6411,29,1,12,7,0.00408
3053,10,3,5,5,0.00408
2122,6,24,6,3,0.00408
4259,16,4,3,3,0.00408
3863,14,2,6,3,0.00408
3889,14,4,13,9,0.00408
5956,26,6,1,3,0.00408
5896,25,26,3,2,0.00408
5376,23,5,6,7,0.00408
6607,31,5,3,12,0.00408
1377,4,13,8,1,0.00408
3850,14,1,6,7,0.00408
2685,8,16,3,2,0.00408
2226,7,4,2,3,0.00408
3851,14,1,6,13,0.00408
1637,5,7,5,5,0.00408
2791,8,27,6,3,0.00408
2790,8,27,3,12,0.00408
4599,18,3,6,3,0.00408
1718,5,13,9,11,0.00408
1078,3,17,12,13,0.004066
3873,14,3,1,14,0.004066
2379,7,24,3,12,0.004066
1870,5,31,3,12,0.004066
2781,8,26,12,13,0.004066
6427,29,3,5,6,0.004066
6604,31,3,3,12,0.004066
6415,29,1,13,14,0.004066
6600,31,1,3,12,0.004066
2684,8,16,1,4,0.004066
373,1,32,7,13,0.004066
374,1,32,12,8,0.004066
4413,17,3,12,13,0.004066
6193,27,8,2,3,0.004066
467,2,3,4,5,0.004066
2885,9,5,3,12,0.004066
